RICE;RICE_KEY;RICE base;Tipo comparação;Presente Empresa;Presente Consultoria;Origem;Qtd registros na origem;Fases encontradas na origem;Responsáveis consolidados;Status consolidado origem;Fase consolidada origem;Total registros Empresa;Total registros Consultoria;__origem;__arquivo;Identificação da tarefa;Nome da tarefa;Categoria;Meta;Status;Prioridade;Atribuído a;Criado por;Criado em;Data de conclusão;Data de início;É Recorrente;Atrasados;Concluído em;Concluída por;Itens concluídos da lista de verificação;Itens da lista de verificação;Rótulos;Notas
CON#07;CON#07;CON#07;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"marina.guerreiro; Leandro Rosa; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;SaT-_VXkMkm58_pjsrDpb2UAIhqD;CON#07;10|Deploy;;Concluída;Importante;"marina.guerreiro;Leandro Rosa;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-05-11;;;false;2026-01-29;;;;"Durante SIT;Ninecon";Cadastro automático da cotação de moedas estrangeiras
CPO-120;CPO120;CPO-120;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;WdQtYuwtq0SBV6ErOEJT8GUAGC2U;CPO-120 - CPO - 120 - Otimização da Composição de Ordens;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-11-26;2025-11-26;;false;2026-01-29;Jean Piere Moretto;;;14|Agrosys - C.Ovos e Inc.;
CPO120;CPO120;CPO-120;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;Renato Macarini;Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;fuQjUpgndUaX1w3o6NtNMWUAHmA7;CPO120 [Otimização da Composição de Ordens];10|Deploy;;Concluída;Média;Renato Macarini;Kauan Rossa;2025-12-23;2025-11-20;;;false;2026-02-26;Renan Strapazzon;;;Agrosys;Otimização da Composição de Ordens
CPO 185;CPO185;CPO 185;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Jean Piere Moretto;Em andamento;08|Pré-Teste|Parceiro;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;nfdyxtoeFkSNTZrfuW6rGmUACw5m;CPO 185 - Abertura/Fechamento de OP de Transformação Exportação / Indústria;08|Pré-Teste|Parceiro;;Em andamento;Média;Jean Piere Moretto;Jean Piere Moretto;2026-01-29;2026-01-29;2026-01-23;;true;;;;;"14|Agrosys - C.Ovos e Inc.;25|Bloqueado";
CPO 185 ABE;CPO185ABE;CPO 185 ABE;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;Jaime Alcides;Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;Zaq_EozbvkWudzH_WyoxR2UAPnRc;CPO 185 Abertura/Fechamento de OP de Transformação Exportação / Indústria;10|Deploy;;Concluída;Média;Jaime Alcides;Kauan Rossa;2025-12-23;2026-02-16;;;false;2026-02-26;Renan Strapazzon;;;"Integração - Agrosys;SIT - Agrosys;Agrosys";Abertura/Fechamento de OP de Transformação Exportação / Indústria PPE#01
CPO-40;CPO40;CPO-40;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Elab.Rot.Teste | 05|Em construção | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;;Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;NQjbVVK9jUW1GQP_IwwFwmUANIdX;CPO-40 - CPO - 40  - Reconhecimento das Perdas no Recebimento e Ajuste dos documentos de transporte;10|Deploy;;Concluída;Média;;Jean Piere Moretto;2026-01-29;2025-11-26;2025-11-26;;false;2026-01-29;Jean Piere Moretto;;;14|Agrosys - C.Ovos e Inc.;
CPO-40;CPO40;CPO-40;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;Renato Macarini;Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;G1snWp8yL0CdpiwtuaE7TWUADA9g;CPO-40 [Reconhecimento das Perdas no Recebimento e Ajuste dos documentos de transporte];10|Deploy;;Concluída;Média;Renato Macarini;Kauan Rossa;2025-12-23;2025-11-20;;;false;2026-02-26;Renan Strapazzon;;;Agrosys;Reconhecimento das Perdas no Recebimento e Ajuste dos documentos de transporte
CPO-600;CPO600;CPO-600;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Jean Piere Moretto;Em andamento;05|Em construção;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;qbcsVe6uiUyKkS00XCvNoGUADBEv;CPO-600 - CPO - 600 - S - Remessa para Industrialização em Terceiros;05|Em construção;;Em andamento;Média;Jean Piere Moretto;Jean Piere Moretto;2026-01-29;2026-02-25;2025-11-11;;true;;;;;14|Agrosys - C.Ovos e Inc.;
CPO-600 S;CPO600S;CPO-600 S;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;DOUGLAS NIERO;Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;P2ZY6OW-dUiNOwDHFkLHmmUAMFJd;CPO-600 S - CPO - 600 S - Remessa para Industrialização em Terceiros;10|Deploy;;Concluída;Média;DOUGLAS NIERO;Kauan Rossa;2025-12-23;2026-03-02;;;false;2026-04-28;Renan Strapazzon;;;"SIT - Agrosys;Agrosys";S - Remessa para Industrialização em Terceiros - 90%
CPO-800;CPO800;CPO-800;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Jean Piere Moretto;Não iniciado;05|Em construção;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;mlnOuNVmU0ukMn9KJW0UNWUAD5uI;CPO-800 - CPO - 800 - E - Entrada de Insumos destinados para industrialização para terceiros;05|Em construção;;Não iniciado;Média;Jean Piere Moretto;Jean Piere Moretto;2026-01-29;2026-02-25;2025-11-11;;true;;;;;14|Agrosys - C.Ovos e Inc.;
CPO-800 E;CPO800E;CPO-800 E;Só na Consultoria;Não;Sim;Consultoria;1;10|Deploy;"DOUGLAS NIERO; kleyton.medeiros";Concluída;10|Deploy;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;ABssHYZt9k-GiojlUSg8q2UAH2dH;CPO-800 E - Entrada de Insumos destinados para industrialização para terceiros;10|Deploy;;Concluída;Média;"DOUGLAS NIERO;kleyton.medeiros";Kauan Rossa;2025-12-23;2026-03-02;;;false;2026-04-24;Renan Strapazzon;;;"SIT - Agrosys;Agrosys";E - Entrada de Insumos destinados para industrialização para terceiros - 95
CPO-900;CPO900;CPO-900;Só na Empresa;Sim;Não;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;Jean Piere Moretto;Em andamento;05|Em construção;13;0;Empresa;Programa Conecta - Acompanhamento interno.xlsx;BnjZKn2lYkm8mERoV8k9q2UAHjOb;CPO-900 - CPO - 900 - Controle de Embalagens Retornáveis;05|Em construção;;Em andamento;Média;Jean Piere Moretto;Jean Piere Moretto;2026-01-29;2026-02-06;2026-02-03;;true;;;;;14|Agrosys - C.Ovos e Inc.;
CPO-900 CON;CPO900CON;CPO-900 CON;Só na Consultoria;Não;Sim;Consultoria;1;05|Em construção;Renato Macarini;Em andamento;05|Em construção;0;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;3ci5fTxj5kaWanNI6mUttGUAJR8N;CPO-900 CON - CPO - 900 Controle de Embalagens Retornáveis;05|Em construção;;Em andamento;Média;Renato Macarini;Kauan Rossa;2025-12-23;2026-02-17;;;true;;;;;Agrosys;Controle de Embalagens Retornáveis
CPR#01;CPR#01;CPR#01;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;00|Não Iniciado;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;s6Y5gwkuxkiLAl_S5Vxwp2UAJtNR;CPR#01 - Integração Sênior x Contas a Pagar;00|Não Iniciado;;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-02-02;2026-02-02;;true;;;;;19|Oracle/Ninecon;
CPR#01;CPR#01;CPR#01;RICE igual;Sim;Sim;Consultoria;1;01|Doc. Funcional (EF);"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos";Em andamento;01|Doc. Funcional (EF);13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;tcAlZ29U1US0hK-pjmurCGUANeLy;CPR#01;01|Doc. Funcional (EF);;Em andamento;Importante;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-05-11;;;true;;;;;"Durante SIT;Ninecon";Integração Sênior x Contas a Pagar
CPR#02;CPR#02;CPR#02;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;04|Doc. Técnica (ET);13;2;Empresa;Programa Conecta - Acompanhamento interno.xlsx;1q-bJIoiUkqpQZPgbsFWUWUAPxiq;CPR#02 - Integração Agrosys x Contas a Pagar;04|Doc. Técnica (ET);;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2025-12-26;2025-12-19;;true;;;;;19|Oracle/Ninecon;
CPR#02;CPR#02;CPR#02;RICE igual;Sim;Sim;Consultoria;2;06|Bloqueado | 07|Ajuste|Cons;"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos; Priscila Santos";Em andamento;06|Bloqueado;13;2;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;bbPZNM8ytkujuqXoXU5AEGUAM_It;CPR#02;06|Bloqueado;;Em andamento;Importante;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-02-27;;;true;;;;;"Durante SIT;Ninecon";Integração Agrosys x Contas a Pagar
CPR#04;CPR#04;CPR#04;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;01|Doc. Funcional (EF);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;DJKOAcDNEEqKPBYDkycF-2UAIrfy;CPR#04 - Relatório de Títulos em Aberto;01|Doc. Funcional (EF);;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-02-17;2026-02-03;;true;;;;;19|Oracle/Ninecon;"Consultor enviou o email de validação no dia 06/04, porem necessitamos de algumas mudanças. Email respondido no mesmo dia (06/04) e aguardando resposta do consultor.
>>Oi
boa tarde Jean.
Conforme
falamos mais cedo, nesse GAP necessitamos de um ajuste para trazer no filtro
também as notas a receber vencidas, com uma quantidade de dias parametrizável,
e com busca por unidade independente do filtro colocado para a busca das notas
a pagar.
Caso
necessário podemos marcar para falarmos novamente e definir os detalhes.
>>"
CPR#04;CPR#04;CPR#04;RICE igual;Sim;Sim;Consultoria;1;03|Aprov. (EF);"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos";Em andamento;03|Aprov. (EF);13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;3ilktXIes0SCa1QgKdCi5WUAB-u6;CPR#04;03|Aprov. (EF);;Em andamento;Importante;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-05-11;;;true;;;;;"Durante SIT;Ninecon";Relatório de Títulos em Aberto
CPR#05;CPR#05;CPR#05;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;pX31-8koxkCCMFNmnhP1LWUAF6Ed;CPR#05 |CPR#06 |CPR#07 - Bloqueio de Data de Vencimento;04|Doc. Técnica (ET);;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-02-13;2026-02-06;;true;;;;;19|Oracle/Ninecon;
CPR#05;CPR#05;CPR#05;RICE igual;Sim;Sim;Consultoria;1;05|Em construção;"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos";Em andamento;05|Em construção;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;SgcjE9bFOE6yFM5fk8OttmUAPed2;CPR#05|CPR#06|CPR#07;05|Em construção;;Em andamento;Urgente;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-04-13;;;true;;;;;"Ninecon;Inicio SIT";"Bloqueio de Data de Vencimento
Reter Automaticamente as NFs Vencidas
Liberação de Pagamento de NF Vencidas ou Vencer"
CPR#06;CPR#06;CPR#06;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;pX31-8koxkCCMFNmnhP1LWUAF6Ed;CPR#05 |CPR#06 |CPR#07 - Bloqueio de Data de Vencimento;04|Doc. Técnica (ET);;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-02-13;2026-02-06;;true;;;;;19|Oracle/Ninecon;
CPR#06;CPR#06;CPR#06;RICE igual;Sim;Sim;Consultoria;1;05|Em construção;"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos";Em andamento;05|Em construção;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;SgcjE9bFOE6yFM5fk8OttmUAPed2;CPR#05|CPR#06|CPR#07;05|Em construção;;Em andamento;Urgente;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-04-13;;;true;;;;;"Ninecon;Inicio SIT";"Bloqueio de Data de Vencimento
Reter Automaticamente as NFs Vencidas
Liberação de Pagamento de NF Vencidas ou Vencer"
CPR#07;CPR#07;CPR#07;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;pX31-8koxkCCMFNmnhP1LWUAF6Ed;CPR#05 |CPR#06 |CPR#07 - Bloqueio de Data de Vencimento;04|Doc. Técnica (ET);;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-02-13;2026-02-06;;true;;;;;19|Oracle/Ninecon;
CPR#07;CPR#07;CPR#07;RICE igual;Sim;Sim;Consultoria;1;05|Em construção;"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos";Em andamento;05|Em construção;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;SgcjE9bFOE6yFM5fk8OttmUAPed2;CPR#05|CPR#06|CPR#07;05|Em construção;;Em andamento;Urgente;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-04-13;;;true;;;;;"Ninecon;Inicio SIT";"Bloqueio de Data de Vencimento
Reter Automaticamente as NFs Vencidas
Liberação de Pagamento de NF Vencidas ou Vencer"
CPR#08;CPR#08;CPR#08;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;07|Pré-Teste|Cons;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;A-cpPv4-skyTXGlkNwxqJmUAMWHg;CPR#08 - Encontro de Contas (AR/AP);07|Pré-Teste|Cons;;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-01-07;2025-12-31;;true;;;;;19|Oracle/Ninecon;
CPR#08;CPR#08;CPR#08;RICE igual;Sim;Sim;Consultoria;1;09|Teste|Key User;"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos; Rafael Almeida";Em andamento;09|Teste|Key User;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;YI8M3WuPdEagy5rKLuvLxmUAGW-l;CPR#08;09|Teste|Key User;;Em andamento;Importante;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos;Rafael Almeida";;2025-12-02;2026-02-02;;;true;;;;;"Durante SIT;Ninecon";Encontro de Contas (AR/AP)
CPR#09;CPR#09;CPR#09;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Roberta Bezerra | Contas a pagar | Grupo Pluma; Ana Claudia Schaffer | Contas a receber | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;07|Pré-Teste|Cons;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;FRwGLbhcdUGI2ZbGBD7tSmUACb8Q;CPR#09 - Borderô de Encontro de Contas (AP/AR);07|Pré-Teste|Cons;;Em andamento;Média;"Roberta Bezerra | Contas a pagar | Grupo Pluma;Ana Claudia Schaffer | Contas a receber | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-01-14;2026-01-07;;true;;;;;19|Oracle/Ninecon;
CPR#09;CPR#09;CPR#09;RICE igual;Sim;Sim;Consultoria;1;09|Teste|Key User;"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos; Rafael Almeida";Em andamento;09|Teste|Key User;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;aErPt9dEW0CVea7pSLqMx2UAOHVF;CPR#09;09|Teste|Key User;;Em andamento;Importante;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos;Rafael Almeida";;2025-12-02;2026-02-09;;;true;;;;;"Durante SIT;Ninecon";Recibo de Encontro de Contas (AP/AR)
CPR#10;CPR#10;CPR#10;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Roberta Bezerra | Contas a pagar | Grupo Pluma; Franciele de Almeida | Suprimentos | Cascavel; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares; Gabriel Santos de Miranda";Concluída;10|Deploy;13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;XlCuHFHlnUu4oxiuatRwi2UAFBL4;CPR#10 - Controle de Adiantamento ao Fornecedor ;10|Deploy;;Concluída;Média;"Roberta Bezerra | Contas a pagar | Grupo Pluma;Franciele de Almeida | Suprimentos | Cascavel;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares;Gabriel Santos de Miranda";Jean Piere Moretto;2026-01-29;2026-01-06;2026-01-05;;false;2026-02-18;Roberta Bezerra | Contas a pagar | Grupo Pluma;;;"10|Financeiro;19|Oracle/Ninecon";
CPR#10;CPR#10;CPR#10;RICE igual;Sim;Sim;Consultoria;1;10|Deploy;"Leandro Rosa; Matheus Laguna Rodrigues; jean.bejes; Mario Junio da Silva; Osni Campos";Concluída;10|Deploy;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;ScrJ1xqUFkeer0UyJ2TKzWUAIj6U;CPR#10;10|Deploy;;Concluída;Urgente;"Leandro Rosa;Matheus Laguna Rodrigues;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-01-12;;;false;2026-02-23;;;;"Ninecon;Inicio SIT";Controle de Adiantamento ao Fornecedor
CPR#11;CPR#11;CPR#11;RICE igual;Sim;Sim;Empresa;13;00|Não Iniciado | 01|Doc. Funcional (EF) | 02|Em (EF) QA - | 03|Aprov. (EF) | 04|Doc. Técnica (ET) | 05|Em construção | 05|Elab.Rot.Teste | 07|Ajuste|Cons | 07|Pré-Teste|Cons | 08|Pré-Teste|Parceiro | 09|Ajuste|Key User | 09|Teste|Key User | 10|Deploy;"Gabriela Filakoski | Contas a pagar | Grupo Pluma; Roberta Bezerra | Contas a pagar | Grupo Pluma; Ricardo Sousa | Coordenador Financeiro | Grupo Pluma; Marcio Soares";Em andamento;04|Doc. Técnica (ET);13;1;Empresa;Programa Conecta - Acompanhamento interno.xlsx;0E2KF-F1f0SWYmK7qqUop2UAHlKG;CPR#11 - Integração CREDIPLUS x Contas a Pagar;04|Doc. Técnica (ET);;Em andamento;Média;"Gabriela Filakoski | Contas a pagar | Grupo Pluma;Roberta Bezerra | Contas a pagar | Grupo Pluma;Ricardo Sousa | Coordenador Financeiro | Grupo Pluma;Marcio Soares";Jean Piere Moretto;2026-01-29;2026-01-02;2025-12-26;;true;;;;;"10|Financeiro;19|Oracle/Ninecon";
CPR#11;CPR#11;CPR#11;RICE igual;Sim;Sim;Consultoria;1;06|Bloqueado;"Leandro Rosa; jean.bejes; Mario Junio da Silva; Osni Campos";Em andamento;06|Bloqueado;13;1;Consultoria;AN.020 - Acompanhamento RICEs.xlsx;Sti11YxzpEijW_FxcBPkfWUAHCif;CPR#11;06|Bloqueado;;Em andamento;Importante;"Leandro Rosa;jean.bejes;;Mario Junio da Silva;Osni Campos";;2025-12-02;2026-03-02;;;true;;;;;"Durante SIT;Ninecon";Integração CREDIPLUS x Contas a Pagar
